Order_ID,Customer_ID,Product_ID,Quantity,Order_Date,Order_Time,Delivery_Date,Delivery_Time,Location,Occasion,Month Name,Hour(order),diff order & delivery,Hour(delivery), Price (INR) , Revnue ,Day name(Orderdate)
851,C030,13,3,06-03-2023,11:31:57,10-03-2023,18:17:54,Singrauli,Holi,March,11,4,18,"? 1,141.00","? 3,423.00",Monday
862,C049,6,4,07-03-2023,05:51:14,15-03-2023,08:23:47,Shimoga,Holi,March,5,8,8,"? 1,112.00","? 4,448.00",Tuesday
872,C094,13,2,05-03-2023,20:27:57,10-03-2023,01:32:23,Bokaro,Holi,March,20,5,1,"? 1,141.00","? 2,282.00",Sunday
875,C011,13,1,05-03-2023,21:22:31,14-03-2023,19:57:46,Purnia,Holi,March,21,9,19,"? 1,141.00","? 1,141.00",Sunday
888,C014,69,3,06-03-2023,11:34:43,11-03-2023,15:14:09,Gandhinagar,Holi,March,11,5,15,? 998.00,"? 2,994.00",Monday
915,C014,35,1,06-03-2023,21:12:40,14-03-2023,05:32:37,Uluberia,Holi,March,21,8,5,"? 1,865.00","? 1,865.00",Monday
948,C061,26,3,04-03-2023,18:21:51,07-03-2023,13:11:26,Dehradun,Holi,March,18,3,13,? 289.00,? 867.00,Saturday
958,C009,16,3,07-03-2023,14:02:57,14-03-2023,22:04:41,Bihar Sharif,Holi,March,14,7,22,"? 1,721.00","? 5,163.00",Tuesday
963,C025,29,1,03-03-2023,08:44:19,06-03-2023,10:36:46,Phagwara,Holi,March,8,3,10,"? 1,252.00","? 1,252.00",Friday
965,C080,62,1,02-03-2023,03:15:10,06-03-2023,17:20:22,Amaravati,Holi,March,3,4,17,"? 1,356.00","? 1,356.00",Thursday
966,C061,13,2,01-03-2023,02:21:06,10-03-2023,10:22:53,Nellore,Holi,March,2,9,10,"? 1,141.00","? 2,282.00",Wednesday
971,C027,47,1,02-03-2023,04:02:13,10-03-2023,19:17:36,Sultan Pur Majra,Holi,March,4,8,19,"? 1,638.00","? 1,638.00",Thursday
975,C077,62,2,04-03-2023,00:26:32,12-03-2023,08:03:42,Sultan Pur Majra,Holi,March,0,8,8,"? 1,356.00","? 2,712.00",Saturday
977,C005,47,2,05-03-2023,12:33:31,07-03-2023,23:39:44,Rajpur Sonarpur,Holi,March,12,2,23,"? 1,638.00","? 3,276.00",Sunday
6,C040,28,4,20-08-2023,22:11:35,26-08-2023,19:06:46,Sirsa,Raksha Bandhan,August,22,6,19,"? 1,778.00","? 7,112.00",Sunday
9,C044,27,4,20-08-2023,23:39:51,29-08-2023,23:59:54,Rajkot,Raksha Bandhan,August,23,9,23,? 548.00,"? 2,192.00",Sunday
27,C063,9,2,22-08-2023,11:16:28,30-08-2023,07:59:12,Raipur,Raksha Bandhan,August,11,8,7,"? 1,605.00","? 3,210.00",Tuesday
52,C023,9,1,29-08-2023,19:55:22,07-09-2023,04:22:02,Hospet,Raksha Bandhan,August,19,9,4,"? 1,605.00","? 1,605.00",Tuesday
53,C045,9,5,20-08-2023,08:25:45,27-08-2023,05:59:31,Kozhikode,Raksha Bandhan,August,8,7,5,"? 1,605.00","? 8,025.00",Sunday
71,C013,9,5,20-08-2023,16:32:06,28-08-2023,13:31:32,Karnal,Raksha Bandhan,August,16,8,13,"? 1,605.00","? 8,025.00",Sunday
15,C069,21,5,26-08-2023,02:52:39,30-08-2023,13:26:45,Pune,Raksha Bandhan,August,2,4,13,"? 1,561.00","? 7,805.00",Saturday
68,C050,34,4,25-08-2023,22:43:58,31-08-2023,21:31:14,Ahmedabad,Raksha Bandhan,August,22,6,21,"? 1,335.00","? 5,340.00",Friday
83,C036,27,4,23-08-2023,19:12:01,02-09-2023,14:44:00,Asansol,Raksha Bandhan,August,19,10,14,? 548.00,"? 2,192.00",Wednesday
117,C033,59,3,20-08-2023,18:50:05,22-08-2023,03:43:01,Loni,Raksha Bandhan,August,18,2,3,? 811.00,"? 2,433.00",Sunday
145,C055,59,5,29-08-2023,16:52:56,03-09-2023,13:04:25,Kumbakonam,Raksha Bandhan,August,16,5,13,? 811.00,"? 4,055.00",Tuesday
150,C092,27,5,26-08-2023,07:18:17,29-08-2023,16:56:13,Bidar,Raksha Bandhan,August,7,3,16,? 548.00,"? 2,740.00",Saturday
162,C050,55,3,27-08-2023,06:14:31,05-09-2023,15:53:45,Barasat,Raksha Bandhan,August,6,9,15,"? 1,904.00","? 5,712.00",Sunday
180,C058,55,2,24-08-2023,16:40:33,27-08-2023,08:45:14,Nellore,Raksha Bandhan,August,16,3,8,"? 1,904.00","? 3,808.00",Thursday
192,C060,64,5,20-08-2023,12:28:32,21-08-2023,02:11:18,Vijayanagaram,Raksha Bandhan,August,12,1,2,"? 1,878.00","? 9,390.00",Sunday
201,C004,55,4,24-08-2023,04:40:14,30-08-2023,03:52:28,Dewas,Raksha Bandhan,August,4,6,3,"? 1,904.00","? 7,616.00",Thursday
203,C039,9,5,29-08-2023,05:39:00,08-09-2023,22:40:14,Vijayanagaram,Raksha Bandhan,August,5,10,22,"? 1,605.00","? 8,025.00",Tuesday
217,C042,53,4,27-08-2023,03:04:34,30-08-2023,16:42:19,Rajkot,Raksha Bandhan,August,3,3,16,"? 1,672.00","? 6,688.00",Sunday
221,C076,28,4,21-08-2023,02:11:04,30-08-2023,14:00:35,Naihati,Raksha Bandhan,August,2,9,14,"? 1,778.00","? 7,112.00",Monday
224,C028,34,1,24-08-2023,21:01:58,29-08-2023,02:06:40,Suryapet,Raksha Bandhan,August,21,5,2,"? 1,335.00","? 1,335.00",Thursday
230,C053,64,3,27-08-2023,08:27:50,01-09-2023,01:35:49,Mehsana,Raksha Bandhan,August,8,5,1,"? 1,878.00","? 5,634.00",Sunday
231,C093,64,3,24-08-2023,09:15:18,28-08-2023,21:13:01,Proddatur,Raksha Bandhan,August,9,4,21,"? 1,878.00","? 5,634.00",Thursday
232,C044,28,3,22-08-2023,12:06:09,23-08-2023,09:00:02,Nadiad,Raksha Bandhan,August,12,1,9,"? 1,778.00","? 5,334.00",Tuesday
233,C098,64,4,26-08-2023,22:15:19,30-08-2023,04:07:39,Nizamabad,Raksha Bandhan,August,22,4,4,"? 1,878.00","? 7,512.00",Saturday
237,C024,55,1,26-08-2023,09:23:53,30-08-2023,08:19:20,Sasaram,Raksha Bandhan,August,9,4,8,"? 1,904.00","? 1,904.00",Saturday
239,C088,27,3,29-08-2023,08:33:45,06-09-2023,13:23:08,Gurgaon,Raksha Bandhan,August,8,8,13,? 548.00,"? 1,644.00",Tuesday
242,C012,21,1,23-08-2023,10:24:46,31-08-2023,16:02:32,Amroha,Raksha Bandhan,August,10,8,16,"? 1,561.00","? 1,561.00",Wednesday
257,C077,21,3,22-08-2023,15:42:59,24-08-2023,22:39:39,Chinsurah,Raksha Bandhan,August,15,2,22,"? 1,561.00","? 4,683.00",Tuesday
270,C084,21,5,22-08-2023,20:21:29,01-09-2023,16:03:59,Avadi,Raksha Bandhan,August,20,10,16,"? 1,561.00","? 7,805.00",Tuesday
277,C062,34,5,23-08-2023,19:16:40,29-08-2023,15:50:18,Bhilai,Raksha Bandhan,August,19,6,15,"? 1,335.00","? 6,675.00",Wednesday
288,C035,34,2,21-08-2023,15:58:58,23-08-2023,20:42:36,Ballia,Raksha Bandhan,August,15,2,20,"? 1,335.00","? 2,670.00",Monday
312,C044,9,1,22-08-2023,18:27:36,27-08-2023,06:01:14,Akola,Raksha Bandhan,August,18,5,6,"? 1,605.00","? 1,605.00",Tuesday
319,C044,64,1,20-08-2023,06:23:07,26-08-2023,22:44:23,Bikaner,Raksha Bandhan,August,6,6,22,"? 1,878.00","? 1,878.00",Sunday
325,C091,27,5,25-08-2023,18:30:45,04-09-2023,20:02:37,Amritsar,Raksha Bandhan,August,18,10,20,? 548.00,"? 2,740.00",Friday
326,C088,34,3,27-08-2023,15:39:05,03-09-2023,15:33:32,Panchkula,Raksha Bandhan,August,15,7,15,"? 1,335.00","? 4,005.00",Sunday
330,C059,59,2,24-08-2023,20:25:09,01-09-2023,12:26:20,Shahjahanpur,Raksha Bandhan,August,20,8,12,? 811.00,"? 1,622.00",Thursday
334,C066,53,1,28-08-2023,21:19:46,01-09-2023,22:03:03,Patiala,Raksha Bandhan,August,21,4,22,"? 1,672.00","? 1,672.00",Monday
336,C069,53,1,20-08-2023,04:32:24,25-08-2023,19:54:17,Tiruchirappalli,Raksha Bandhan,August,4,5,19,"? 1,672.00","? 1,672.00",Sunday
338,C087,21,3,20-08-2023,14:15:51,28-08-2023,01:34:07,Panchkula,Raksha Bandhan,August,14,8,1,"? 1,561.00","? 4,683.00",Sunday
341,C028,9,2,20-08-2023,14:54:35,30-08-2023,22:32:13,Ongole,Raksha Bandhan,August,14,10,22,"? 1,605.00","? 3,210.00",Sunday
344,C020,28,5,29-08-2023,17:06:22,03-09-2023,06:28:07,Tiruvottiyur,Raksha Bandhan,August,17,5,6,"? 1,778.00","? 8,890.00",Tuesday
347,C034,34,2,29-08-2023,09:46:21,08-09-2023,08:37:09,Shimoga,Raksha Bandhan,August,9,10,8,"? 1,335.00","? 2,670.00",Tuesday
352,C080,28,1,23-08-2023,23:49:45,02-09-2023,09:14:52,Bellary,Raksha Bandhan,August,23,10,9,"? 1,778.00","? 1,778.00",Wednesday
353,C089,55,2,21-08-2023,09:43:27,24-08-2023,14:12:14,Korba,Raksha Bandhan,August,9,3,14,"? 1,904.00","? 3,808.00",Monday
358,C040,55,1,20-08-2023,16:53:29,25-08-2023,13:30:37,Secunderabad,Raksha Bandhan,August,16,5,13,"? 1,904.00","? 1,904.00",Sunday
377,C013,55,4,26-08-2023,08:34:06,31-08-2023,11:47:09,Ghaziabad,Raksha Bandhan,August,8,5,11,"? 1,904.00","? 7,616.00",Saturday
401,C089,9,5,29-08-2023,19:53:33,04-09-2023,07:19:07,Bharatpur,Raksha Bandhan,August,19,6,7,"? 1,605.00","? 8,025.00",Tuesday
404,C055,21,5,22-08-2023,07:55:20,24-08-2023,22:27:19,South Dumdum,Raksha Bandhan,August,7,2,22,"? 1,561.00","? 7,805.00",Tuesday
406,C049,55,4,25-08-2023,15:59:17,02-09-2023,06:23:53,Srikakulam,Raksha Bandhan,August,15,8,6,"? 1,904.00","? 7,616.00",Friday
413,C050,59,5,22-08-2023,05:32:17,30-08-2023,20:21:11,Amritsar,Raksha Bandhan,August,5,8,20,? 811.00,"? 4,055.00",Tuesday
418,C069,64,3,24-08-2023,13:17:22,01-09-2023,11:37:10,Karimnagar,Raksha Bandhan,August,13,8,11,"? 1,878.00","? 5,634.00",Thursday
422,C044,53,2,20-08-2023,03:03:58,29-08-2023,04:05:39,Eluru,Raksha Bandhan,August,3,9,4,"? 1,672.00","? 3,344.00",Sunday
429,C007,9,5,22-08-2023,22:46:57,31-08-2023,12:43:52,Bahraich,Raksha Bandhan,August,22,9,12,"? 1,605.00","? 8,025.00",Tuesday
430,C045,27,2,27-08-2023,07:20:30,31-08-2023,10:03:32,Rourkela,Raksha Bandhan,August,7,4,10,? 548.00,"? 1,096.00",Sunday
435,C017,53,4,22-08-2023,17:27:30,27-08-2023,12:35:14,Mira-Bhayandar,Raksha Bandhan,August,17,5,12,"? 1,672.00","? 6,688.00",Tuesday
437,C010,55,1,24-08-2023,06:30:47,27-08-2023,22:56:38,Uluberia,Raksha Bandhan,August,6,3,22,"? 1,904.00","? 1,904.00",Thursday
438,C037,34,2,26-08-2023,09:27:17,27-08-2023,03:18:31,Tadepalligudem,Raksha Bandhan,August,9,1,3,"? 1,335.00","? 2,670.00",Saturday
453,C032,27,2,21-08-2023,10:11:39,31-08-2023,12:28:21,Varanasi,Raksha Bandhan,August,10,10,12,? 548.00,"? 1,096.00",Monday
465,C029,55,5,23-08-2023,23:46:12,26-08-2023,13:29:11,Madurai,Raksha Bandhan,August,23,3,13,"? 1,904.00","? 9,520.00",Wednesday
467,C056,53,1,28-08-2023,14:18:44,02-09-2023,15:20:11,Gandhidham,Raksha Bandhan,August,14,5,15,"? 1,672.00","? 1,672.00",Monday
483,C007,59,2,28-08-2023,06:25:03,31-08-2023,05:06:02,Pallavaram,Raksha Bandhan,August,6,3,5,? 811.00,"? 1,622.00",Monday
488,C025,21,4,28-08-2023,22:13:30,29-08-2023,05:26:49,Nizamabad,Raksha Bandhan,August,22,1,5,"? 1,561.00","? 6,244.00",Monday
497,C081,64,2,29-08-2023,20:14:01,01-09-2023,04:42:56,Alwar,Raksha Bandhan,August,20,3,4,"? 1,878.00","? 3,756.00",Tuesday
499,C031,59,1,27-08-2023,12:09:20,02-09-2023,10:03:32,Ichalkaranji,Raksha Bandhan,August,12,6,10,? 811.00,? 811.00,Sunday
503,C020,34,1,29-08-2023,20:45:45,06-09-2023,07:49:54,Dehri,Raksha Bandhan,August,20,8,7,"? 1,335.00","? 1,335.00",Tuesday
506,C058,55,4,27-08-2023,08:52:04,02-09-2023,11:43:24,Thrissur,Raksha Bandhan,August,8,6,11,"? 1,904.00","? 7,616.00",Sunday
528,C001,27,3,27-08-2023,05:01:16,30-08-2023,17:03:43,Tirunelveli,Raksha Bandhan,August,5,3,17,? 548.00,"? 1,644.00",Sunday
529,C013,64,2,25-08-2023,15:47:28,28-08-2023,14:05:18,Madurai,Raksha Bandhan,August,15,3,14,"? 1,878.00","? 3,756.00",Friday
531,C029,28,5,29-08-2023,13:32:08,07-09-2023,08:43:11,Dehradun,Raksha Bandhan,August,13,9,8,"? 1,778.00","? 8,890.00",Tuesday
536,C048,59,3,25-08-2023,15:14:52,30-08-2023,11:13:10,Kota,Raksha Bandhan,August,15,5,11,? 811.00,"? 2,433.00",Friday
545,C083,9,5,20-08-2023,01:54:52,26-08-2023,08:07:19,Ratlam,Raksha Bandhan,August,1,6,8,"? 1,605.00","? 8,025.00",Sunday
549,C021,64,1,22-08-2023,19:29:43,01-09-2023,02:29:10,Erode,Raksha Bandhan,August,19,10,2,"? 1,878.00","? 1,878.00",Tuesday
558,C091,64,3,22-08-2023,00:42:58,25-08-2023,00:24:52,Muzaffarpur,Raksha Bandhan,August,0,3,0,"? 1,878.00","? 5,634.00",Tuesday
569,C027,53,2,28-08-2023,14:00:43,04-09-2023,17:56:22,Purnia,Raksha Bandhan,August,14,7,17,"? 1,672.00","? 3,344.00",Monday
576,C074,53,4,20-08-2023,07:04:37,26-08-2023,08:01:59,Aurangabad,Raksha Bandhan,August,7,6,8,"? 1,672.00","? 6,688.00",Sunday
584,C089,34,2,23-08-2023,07:39:30,27-08-2023,16:10:28,Eluru,Raksha Bandhan,August,7,4,16,"? 1,335.00","? 2,670.00",Wednesday
586,C068,64,5,27-08-2023,21:04:38,04-09-2023,16:30:39,Bilaspur,Raksha Bandhan,August,21,8,16,"? 1,878.00","? 9,390.00",Sunday
599,C004,34,1,21-08-2023,19:32:24,24-08-2023,12:13:52,Naihati,Raksha Bandhan,August,19,3,12,"? 1,335.00","? 1,335.00",Monday
608,C030,55,5,28-08-2023,20:30:15,01-09-2023,07:14:20,Etawah,Raksha Bandhan,August,20,4,7,"? 1,904.00","? 9,520.00",Monday
611,C056,28,2,22-08-2023,21:17:50,28-08-2023,03:27:30,Latur,Raksha Bandhan,August,21,6,3,"? 1,778.00","? 3,556.00",Tuesday
615,C020,28,3,25-08-2023,21:11:09,01-09-2023,06:10:16,Allahabad,Raksha Bandhan,August,21,7,6,"? 1,778.00","? 5,334.00",Friday
621,C070,64,3,20-08-2023,07:17:03,28-08-2023,01:32:49,Ahmedabad,Raksha Bandhan,August,7,8,1,"? 1,878.00","? 5,634.00",Sunday
624,C024,53,5,29-08-2023,09:19:59,01-09-2023,08:29:54,Ambala,Raksha Bandhan,August,9,3,8,"? 1,672.00","? 8,360.00",Tuesday
629,C032,28,5,27-08-2023,09:09:01,04-09-2023,15:31:23,Sangli-Miraj & Kupwad,Raksha Bandhan,August,9,8,15,"? 1,778.00","? 8,890.00",Sunday
636,C067,53,2,25-08-2023,07:18:26,02-09-2023,03:33:45,Panipat,Raksha Bandhan,August,7,8,3,"? 1,672.00","? 3,344.00",Friday
640,C089,59,3,23-08-2023,06:16:51,31-08-2023,19:07:21,Bathinda,Raksha Bandhan,August,6,8,19,? 811.00,"? 2,433.00",Wednesday
647,C069,21,5,25-08-2023,17:00:25,26-08-2023,01:29:04,Anantapuram,Raksha Bandhan,August,17,1,1,"? 1,561.00","? 7,805.00",Friday
652,C032,21,2,28-08-2023,19:41:09,03-09-2023,00:01:31,Phagwara,Raksha Bandhan,August,19,6,0,"? 1,561.00","? 3,122.00",Monday
654,C019,64,2,29-08-2023,04:53:15,02-09-2023,00:41:13,Jhansi,Raksha Bandhan,August,4,4,0,"? 1,878.00","? 3,756.00",Tuesday
658,C061,21,3,22-08-2023,20:54:56,31-08-2023,08:54:06,Srikakulam,Raksha Bandhan,August,20,9,8,"? 1,561.00","? 4,683.00",Tuesday
668,C009,55,2,21-08-2023,10:09:53,30-08-2023,16:32:49,Ajmer,Raksha Bandhan,August,10,9,16,"? 1,904.00","? 3,808.00",Monday
683,C024,27,3,23-08-2023,21:26:58,30-08-2023,19:25:08,Surendranagar Dudhrej,Raksha Bandhan,August,21,7,19,? 548.00,"? 1,644.00",Wednesday
698,C060,64,3,29-08-2023,20:44:11,06-09-2023,15:00:13,Ozhukarai,Raksha Bandhan,August,20,8,15,"? 1,878.00","? 5,634.00",Tuesday
703,C070,53,4,23-08-2023,16:19:39,01-09-2023,06:12:05,Khammam,Raksha Bandhan,August,16,9,6,"? 1,672.00","? 6,688.00",Wednesday
704,C061,55,4,29-08-2023,02:27:10,30-08-2023,13:36:34,Jalgaon,Raksha Bandhan,August,2,1,13,"? 1,904.00","? 7,616.00",Tuesday
709,C016,53,5,29-08-2023,04:38:05,07-09-2023,17:29:15,Kolkata,Raksha Bandhan,August,4,9,17,"? 1,672.00","? 8,360.00",Tuesday
726,C044,34,2,21-08-2023,19:10:31,31-08-2023,18:54:28,Hindupur,Raksha Bandhan,August,19,10,18,"? 1,335.00","? 2,670.00",Monday
730,C097,59,1,22-08-2023,02:04:03,25-08-2023,22:39:30,Sangli-Miraj & Kupwad,Raksha Bandhan,August,2,3,22,? 811.00,? 811.00,Tuesday
731,C083,59,5,25-08-2023,12:01:20,02-09-2023,11:02:31,Bulandshahr,Raksha Bandhan,August,12,8,11,? 811.00,"? 4,055.00",Friday
741,C072,53,5,23-08-2023,12:47:09,01-09-2023,21:37:19,Siwan,Raksha Bandhan,August,12,9,21,"? 1,672.00","? 8,360.00",Wednesday
742,C089,53,5,24-08-2023,19:50:07,26-08-2023,15:58:06,Panchkula,Raksha Bandhan,August,19,2,15,"? 1,672.00","? 8,360.00",Thursday
769,C029,28,2,25-08-2023,09:37:39,02-09-2023,20:10:20,Ongole,Raksha Bandhan,August,9,8,20,"? 1,778.00","? 3,556.00",Friday
771,C056,9,2,26-08-2023,17:00:07,01-09-2023,10:54:16,Vijayanagaram,Raksha Bandhan,August,17,6,10,"? 1,605.00","? 3,210.00",Saturday
783,C024,55,5,28-08-2023,04:31:27,29-08-2023,05:10:51,Visakhapatnam,Raksha Bandhan,August,4,1,5,"? 1,904.00","? 9,520.00",Monday
787,C069,9,1,25-08-2023,21:42:12,27-08-2023,14:10:59,Ambarnath,Raksha Bandhan,August,21,2,14,"? 1,605.00","? 1,605.00",Friday
788,C099,53,3,24-08-2023,04:58:58,27-08-2023,08:56:52,Durgapur,Raksha Bandhan,August,4,3,8,"? 1,672.00","? 5,016.00",Thursday
808,C002,9,2,29-08-2023,15:36:39,30-08-2023,10:11:21,Raurkela Industrial Township,Raksha Bandhan,August,15,1,10,"? 1,605.00","? 3,210.00",Tuesday
817,C066,21,2,28-08-2023,05:37:00,01-09-2023,22:05:03,Jalandhar,Raksha Bandhan,August,5,4,22,"? 1,561.00","? 3,122.00",Monday
819,C052,55,5,22-08-2023,13:05:23,24-08-2023,01:32:28,Kottayam,Raksha Bandhan,August,13,2,1,"? 1,904.00","? 9,520.00",Tuesday
820,C033,64,3,22-08-2023,05:51:43,26-08-2023,04:52:23,Hapur,Raksha Bandhan,August,5,4,4,"? 1,878.00","? 5,634.00",Tuesday
823,C087,64,3,27-08-2023,15:23:25,01-09-2023,14:52:40,Alappuzha,Raksha Bandhan,August,15,5,14,"? 1,878.00","? 5,634.00",Sunday
827,C086,9,1,29-08-2023,22:10:46,30-08-2023,00:51:55,Surendranagar Dudhrej,Raksha Bandhan,August,22,1,0,"? 1,605.00","? 1,605.00",Tuesday
850,C092,21,4,23-08-2023,23:15:17,25-08-2023,10:31:01,Darbhanga,Raksha Bandhan,August,23,2,10,"? 1,561.00","? 6,244.00",Wednesday
856,C077,21,2,27-08-2023,17:40:11,02-09-2023,16:16:50,Kanpur,Raksha Bandhan,August,17,6,16,"? 1,561.00","? 3,122.00",Sunday
873,C027,64,4,26-08-2023,10:57:00,05-09-2023,15:45:27,Nandyal,Raksha Bandhan,August,10,10,15,"? 1,878.00","? 7,512.00",Saturday
880,C044,34,5,29-08-2023,22:14:26,31-08-2023,04:54:50,Purnia,Raksha Bandhan,August,22,2,4,"? 1,335.00","? 6,675.00",Tuesday
881,C015,28,4,21-08-2023,15:17:42,28-08-2023,12:59:45,New Delhi,Raksha Bandhan,August,15,7,12,"? 1,778.00","? 7,112.00",Monday
882,C089,64,2,29-08-2023,05:32:40,08-09-2023,16:14:53,Srikakulam,Raksha Bandhan,August,5,10,16,"? 1,878.00","? 3,756.00",Tuesday
886,C045,53,3,21-08-2023,08:23:02,25-08-2023,19:52:35,Nanded,Raksha Bandhan,August,8,4,19,"? 1,672.00","? 5,016.00",Monday
897,C031,34,5,25-08-2023,07:53:21,01-09-2023,14:02:50,Dhule,Raksha Bandhan,August,7,7,14,"? 1,335.00","? 6,675.00",Friday
901,C043,27,4,22-08-2023,07:55:38,27-08-2023,01:32:30,Deoghar,Raksha Bandhan,August,7,5,1,? 548.00,"? 2,192.00",Tuesday
908,C090,28,5,22-08-2023,15:51:25,24-08-2023,22:50:08,Ozhukarai,Raksha Bandhan,August,15,2,22,"? 1,778.00","? 8,890.00",Tuesday
910,C066,55,4,26-08-2023,02:03:23,04-09-2023,17:03:10,Kamarhati,Raksha Bandhan,August,2,9,17,"? 1,904.00","? 7,616.00",Saturday
912,C062,9,4,29-08-2023,03:09:59,06-09-2023,11:36:14,Ghaziabad,Raksha Bandhan,August,3,8,11,"? 1,605.00","? 6,420.00",Tuesday
934,C022,27,5,22-08-2023,00:41:04,23-08-2023,08:38:52,Agartala,Raksha Bandhan,August,0,1,8,? 548.00,"? 2,740.00",Tuesday
935,C046,27,5,20-08-2023,09:38:15,29-08-2023,17:18:37,Kurnool,Raksha Bandhan,August,9,9,17,? 548.00,"? 2,740.00",Sunday
938,C005,59,3,29-08-2023,18:12:49,08-09-2023,01:17:33,Ratlam,Raksha Bandhan,August,18,10,1,? 811.00,"? 2,433.00",Tuesday
939,C084,9,4,20-08-2023,20:55:05,21-08-2023,04:36:14,Bhilai,Raksha Bandhan,August,20,1,4,"? 1,605.00","? 6,420.00",Sunday
956,C037,34,5,29-08-2023,04:52:24,03-09-2023,14:53:28,Sagar,Raksha Bandhan,August,4,5,14,"? 1,335.00","? 6,675.00",Tuesday
968,C002,9,2,25-08-2023,23:55:22,01-09-2023,20:24:11,Jaunpur,Raksha Bandhan,August,23,7,20,"? 1,605.00","? 3,210.00",Friday
979,C030,9,4,28-08-2023,18:43:04,31-08-2023,20:12:58,Adoni,Raksha Bandhan,August,18,3,20,"? 1,605.00","? 6,420.00",Monday
1000,C012,27,4,25-08-2023,01:22:43,31-08-2023,06:57:59,Tadepalligudem,Raksha Bandhan,August,1,6,6,? 548.00,"? 2,192.00",Friday
77,C028,42,3,05-08-2023,01:07:11,13-08-2023,16:20:52,Kanpur,All Occasions,August,1,8,16,"? 1,744.00","? 5,232.00",Saturday
82,C038,70,3,04-08-2023,22:02:05,05-08-2023,14:08:13,Gwalior,Birthday,August,22,1,14,? 866.00,"? 2,598.00",Friday
165,C058,40,5,06-08-2023,13:11:16,10-08-2023,08:37:14,Lucknow,Anniversary,August,13,4,8,"? 1,923.00","? 9,615.00",Sunday
181,C064,10,4,28-08-2023,05:55:22,06-09-2023,04:53:28,Howrah,Birthday,August,5,9,4,? 259.00,"? 1,036.00",Monday
193,C038,42,4,16-08-2023,23:44:29,19-08-2023,02:34:02,Nanded,All Occasions,August,23,3,2,"? 1,744.00","? 6,976.00",Wednesday
196,C063,30,2,05-08-2023,09:37:50,13-08-2023,08:58:06,Begusarai,Anniversary,August,9,8,8,? 751.00,"? 1,502.00",Saturday
198,C090,24,2,27-08-2023,22:33:37,04-09-2023,01:09:50,Phagwara,Birthday,August,22,8,1,? 535.00,"? 1,070.00",Sunday
199,C093,70,5,16-08-2023,01:54:30,19-08-2023,16:24:59,Bareilly,Birthday,August,1,3,16,? 866.00,"? 4,330.00",Wednesday
268,C053,38,1,14-08-2023,07:45:59,23-08-2023,16:53:30,Katni,Birthday,August,7,9,16,? 562.00,? 562.00,Monday
284,C057,17,1,10-08-2023,16:13:04,16-08-2023,11:21:57,Aurangabad,Anniversary,August,16,6,11,"? 1,899.00","? 1,899.00",Thursday
289,C018,30,4,29-08-2023,23:40:01,06-09-2023,02:50:06,Imphal,Anniversary,August,23,8,2,? 751.00,"? 3,004.00",Tuesday
300,C032,22,1,29-08-2023,19:20:05,08-09-2023,18:25:16,Tinsukia,All Occasions,August,19,10,18,"? 1,639.00","? 1,639.00",Tuesday
310,C061,38,3,20-08-2023,12:24:22,24-08-2023,15:42:48,Bhalswa Jahangir Pur,Birthday,August,12,4,15,? 562.00,"? 1,686.00",Sunday
329,C095,17,3,26-08-2023,02:22:03,04-09-2023,03:08:52,Nashik,Anniversary,August,2,9,3,"? 1,899.00","? 5,697.00",Saturday
369,C014,63,3,07-08-2023,07:23:44,15-08-2023,04:28:30,Jammu,All Occasions,August,7,8,4,"? 1,348.00","? 4,044.00",Monday
421,C066,38,4,08-08-2023,20:16:30,12-08-2023,19:04:00,Serampore,Birthday,August,20,4,19,? 562.00,"? 2,248.00",Tuesday
481,C044,12,5,21-08-2023,00:00:53,25-08-2023,18:36:25,Bhiwandi,Anniversary,August,0,4,18,? 672.00,"? 3,360.00",Monday
489,C072,10,1,28-08-2023,22:26:56,02-09-2023,04:30:46,Kirari Suleman Nagar,Birthday,August,22,5,4,? 259.00,? 259.00,Monday
495,C007,20,1,28-08-2023,17:42:29,29-08-2023,22:51:31,Pimpri-Chinchwad,Anniversary,August,17,1,22,? 697.00,? 697.00,Monday
524,C084,45,1,15-08-2023,13:54:54,22-08-2023,12:29:47,Jalandhar,Birthday,August,13,7,12,? 722.00,? 722.00,Tuesday
530,C008,5,2,19-08-2023,10:45:21,27-08-2023,00:23:56,Delhi,All Occasions,August,10,8,0,"? 1,444.00","? 2,888.00",Saturday
553,C084,39,2,22-08-2023,01:22:41,26-08-2023,07:43:27,Alwar,All Occasions,August,1,4,7,? 387.00,? 774.00,Tuesday
560,C019,39,2,04-08-2023,12:52:20,09-08-2023,09:50:53,Avadi,All Occasions,August,12,5,9,? 387.00,? 774.00,Friday
562,C066,24,4,09-08-2023,09:18:20,16-08-2023,01:34:07,Ranchi,Birthday,August,9,7,1,? 535.00,"? 2,140.00",Wednesday
692,C035,15,2,11-08-2023,07:04:55,18-08-2023,06:44:37,Tiruppur,Anniversary,August,7,7,6,"? 1,488.00","? 2,976.00",Friday
716,C076,40,3,19-08-2023,23:18:12,26-08-2023,01:39:58,Berhampore,Anniversary,August,23,7,1,"? 1,923.00","? 5,769.00",Saturday
764,C039,65,3,01-08-2023,19:59:36,05-08-2023,09:24:36,Berhampur,All Occasions,August,19,4,9,"? 1,895.00","? 5,685.00",Tuesday
